연대,명사
1990s,날 걱정 순간 날 걱정 하루 하루 기쁨 뿐 오늘 책상 서랍 일기 고민 낱말 속 기록 거미줄 날 생각 지금 날 상상 해보면 세상 날 걱정 하루 하루 기쁨 뿐 먼지 일기 위 외로움 낱말 위 생각 날 날 일거 세상 날 걱정 순간 뿐 날 걱정 하루 하루 기쁨 뿐
1990s,아침 우유 한잔 점심 사람 시계 바늘 거리 자동차 경적 소리 어깨 학생 얼굴 손 악수 가슴속 마음 거 사람 어젯밤 술 눈 자판기 커피 셔츠 샐러리맨 기계 부속품 빌딩 속 세월 얼굴 손 악수 가슴속 마음 거 사람 손 휴대 전화 허리 삐삐 차고 집 곳 직장 전쟁터 회색빛 빌딩 회색빛 하늘 회색 얼굴 사람 사람 사람
1990s,저녁 의무감 전화 관심 서로 일과 사랑 말 서로 위로 예전 아니야 처음 느낌 설레임 실증 이제 거 주말 습관 약속 서로 봉사 생각 서로 눈 피해 사람 이별 핑계 처음 느낌 설레임 실증 이제 거 처음 느낌 설레임 실증 이제 거
1990s,난 알아요 밤 누 군가 사실 이유 이제 사랑 말 지금 얼 미소 대만 슬픔 이별 말 오직 그대만 난 알아요 밤 모습 마지막 키스 마음 사랑 향기 몸속 숨결 미소 눈물 마음 마음 마음 마음 편지 진실 모습 마음속 영원 대만 슬픔
1990s,이별 순간 아쉬움 채 친구 표정 손 모습 만남 뿐 마음 오오 마음 비가 오는 날엔 사연 속 낯선 모습 눈물 맘 친구 만남 표정 손 모습 만남 뿐 마음 오오 마음 비가 오는 날엔 사연 속 낯선 모습 눈물 맘 친구 만남
1990s,사랑 중 건 날 사랑 내 곁에 있어 말 필요 사랑 거 눈물 어제 사랑 오늘 이별 미소 짓 얼굴 건 내일 그리움 때문 꺼 간 중 내 곁에 있어 말 필요 사랑 거 눈물 어제 사랑 오늘 이별 미소 짓 얼굴 건 내일 그리움 때문 거 어제 사랑 오늘 이별 미소 짓 얼굴 건 내일 그리움 때문 꺼
1990s,손 눈빛 바 며칠 숨 허무 듯 뿐 가슴 아픔 얘기 말 바 며칠 숨 허무 듯 뿐 가슴 아픔 얘기 말 가슴 아픔 얘기 말
1990s,이쯤 이세상 변한 건 마음 눈빛 지금 사랑 눈물 거리 마음 사랑 마음 건 사랑 세월 슬픔 우 하룻밤 기대 겨울 바람 맘 하룻밤 꿈 꿈 지금 사랑 눈물 거리 마음 사랑 마음 건 사랑 세월 슬픔 우 하룻밤 기대 겨울 바람 맘 하룻밤 꿈 밤 꿈
1990s,외로움 밤 이름 눈 곁 숨결 빈 공간 방황 속 눈물 손 테 오늘 밤 품 속 영원 눈 곁 숨결 빈 공간 방황 속 눈물 손 테 오늘 같은 밤 이면 품 속 영원 영원 영원 영원 영원 영원
1990s,눈 꿈 모습 마음 곳 캔버스 모습 화난 모습 모습 그림 추억 그리움 꿈 바람 밤 모습 마음속 곳 사진첩 모습 화난 모습 모습 사진 추억 그리움 꿈 바람 그림 추억 그리움 꿈 바람 밤 모습 외로움 속 사진첩 모습 밤 모습 외로움 속 사진첩 모습 밤 모습
1990s,번 사랑 감정 물결 건 삶 선물 지금 건 날 보상 거 운명 세상 한가지 건 거 이별 사랑 사람 추억 건 날 보상 거 운명 세상 한가지 건 날 보상 거 운명
1990s,사랑 기억 거짓 이별 슬픔 마음 어둠 필요 말 외면 채 사랑해 말 꺼 내 게로
1990s,하루 입맞춤 사람 서로 곳 안부 사람 얘기 예감 거짓말 처음 거 이제 고백 선 장미꽃 사람 마음 거짓말 안부 사람 얘기 예감 거짓말 처음 거 이제 고백 선 장미꽃 사람 마음 거짓말
1990s,시와 노래 양식 암흑 속 빛 나의 노래는 힘 나의 노래는 삶 씨앗 속 내일 결실 속 마음 열매 나의 노래는 힘 나의 노래는 삶 거미줄 상속 바람 나무가지 이세상 속 마지막 방울 물 노래 하리 노래 하리 진리 양심 금 문자 빛 이웃 벗 웃음 속 가락 노래 가난 마음 귀 노래 노래
1990s,처음 건 처음 사랑 사랑 이제 너에게 거 바라 볼 거 사랑을 할꺼야 이제 너에게 거 바라 볼 거 사랑을 할꺼야 이제 너에게 거 바라 볼 거 사랑을 할꺼야
1990s,사랑은 유혹 이별 늦은 후회 마지막 인사 어깨 채 고개 손 뺨 위 눈물 가슴 메이 이세상 사랑 사랑 사랑은 유혹 이별 늦은 후회 사람 이세상 사랑 사랑 사랑은 유혹 이별 늦은 후회 사랑은 유혹 이별 늦은 후회
1990s,비 밤 그리움 슬픔 속 장미꽃 모습 그대에게 꽃 사랑 말 밤 창가 서면 추억 속 모습 마음 오늘밤 잠 거리 비 외로움 마음 대만 사랑 빗물 속 그대에게 꽃 사랑 말 밤 창가 서면 추억 속 모습 마음 오늘밤 잠 마음 오늘밤 잠
1990s,오늘 가슴 번 전화벨 소리 마음 수화기 말 상처 입 자존심 하루 종일 길 흔적 사랑 필요 하루 종일 길 흔적 사랑 필요
1990s,아이들 소리 저녁 교정 햇살 메아리 꼬마 숨바꼭질 놀이 시절 눈 소녀 넌 생각 처음 설레임 지금 까닭 사이 메아리 꼬마 숨바꼭질 놀이 시절 눈 소녀 넌 생각 처음 설레임 지금 까닭 사이
1990s,너에게 이야기 마음 필요 넌 사랑 거 사랑 의심 사랑이란 건 생각 아냐 동화 속 왕자 현실 거 오늘 사랑 말 넌 친구 사랑 인지 생각 사랑 자존심 상해 이기 생각 뿐 건 건 곁 거 곁 거 이제 마음 이제 품 이제 품 거 거 고민 남자 세상 여자 사랑 안식처 과거 그늘 하루 종일 생각 전화 하루 종일 생각 틈 얘기 약속 사람 양 얘기 카페 친구 수다 이제 사랑 사람 가슴 자존심 사랑 자존심 거 마음 마음 한구석 단장 한구석 단장 현재 충실
1990s,한번쯤 생각 50년 모습 주름 진 얼굴 머리칼 강철 벽돌 도시 속 뒷모습 날 날 적 쯤 모습 세월 노후 연금 사회 보장 I WISH 모습 세월 노후 연금 사회 보장 벤치 하루 하루 모습 세월 노후 연금 사회 보장 벤치 하루 하루
1990s,의미 속 창가 오늘 밤 추억 속 어둠 속 내 게로 이제 모습 모습 속 미소 날 의미 속 창가 오늘 밤 추억 속 어둠 속 내 게로 이제 모습 모습 속 미소 여름 해변 속 오늘 미소 이제 모습 모습 속 미소 날
1990s,처음 게 목요일 금요일 귀걸이 기억 기억 필요 생각 생일 전화번호 건 전화 처음 여보세요 번호 적 왼쪽 오른쪽 지하철 1호선 4호선 표정 모습 기억 남자 한강 인도교 철 조 아치 개 개 하늘 달 초생달 보름달 인지 우리동네 목욕탕 정기 휴일 수요일 수요일 기억 모습 마음속 숨 표정 이해 별거 기억 남자 새끼손가락 매니큐어 봉숭아 물 커피 설탕 스푼 프림 스푼 인지 설탕 하나에 프림 인지 기억 피곤 생각 매력 적 동화 보물섬 해적 선장 애꾸눈 잭 안대 오른쪽 왼쪽 만화 주인공 영심이 남학생 안경 깃 집 쌈 쌈장 고기 고기 쌈장 기억 날 사람 능력 별거 기억 남자 겨울 장갑 보라색 분홍색 벙어리 장갑 인지 손가락 장갑 인지 기억 처음 집 날 정류장 노래 목포의 눈물 인지 빈대떡 산지 기억
1990s,끝 변명 가지 서로 가치 기준 눈 귀 플라스틱 세상 풍선 불어 대 세상 건 건 어른 세상 남 말도 말 말도 말 말도 말 말도 말 희망 손 사람 밖 희망 사람 몫 마련 약속 반복 처음 선택 플라스틱 세상 풍선 불어 대 말 말 공해 필요 머리 마음 실천 하진 사랑해 사랑해 사랑 사랑 사랑해요 마음 빈소 리만 말도 말 말도 말 말도 말 말도 말 희망 손 사람 밖 희망 사람 몫 마련 희망 손 사람 밖 희망 사람 몫 마련
1990s,후회 채 생각 뿐 사람 속 의미 건 실수 한걸음 생각 해지 마음 거 후회 채 생각 뿐 향기 마음 쯤 사람 속 의미 건 실수 한걸음 생각 해지 마음 거
1990s,얘기 말 바람 으 렴 거품 사연 인연 눈물 채 가시밭 맘 홍 빛 기억 마중 삶 달 진무 러 진 서러움 어깨 테 하늘가 추억 손 수간 날 세월 장난 마중 삶 달 진무 러 진 서러움 내 어깨 테 하늘가 추억 손 수간 날 세월 장난 세월 장난
1990s,넌 대체 거 눈 앞 날 거 생각 바라지 사랑 눈빛 필요 뿐 마음 눈동자 말 서로 사랑 생각 곳 말 할거 사랑 넌 거 눈앞 날 곁 생각 바라지 사랑 눈빛 필요 뿐 마음 눈동자 말 서로 사랑 생각 곳 말 할거 사랑
1990s,마음 바이올린 주인 빈방 이제 노래 꿈 사람 도시 들녘 제비꽃 욕심 눈 밤 거리 웃음 카페 침묵 강 바이올린 날 가슴 굽이 쯤 눈 눈
1990s,빈틈 사랑 사랑 어둠 시도 기억 속으로 안개비 안개비 홑이불 시 각거리 가슴 조미 그리움 세상 고요한 품 시도 기억 속으로 안개비 안개비 홑이불 시 각거리 가슴 조미 그리움 세상 고요한 품
1990s,외로움 후회 간직 얘기 거 번 내 인생 완전 길 눈물 몫 거 사랑 뿐 번 내 인생 완전 길 눈물 몫 거 사랑 눈물 몫 거 사랑 뿐
1990s,하늘 하늘 하늘 우 마련 학교 앞길 학교 앞길 비 학교 앞길 비 안녕 말 하네 안녕 말 하네 안녕 말 하네 우 마련 우 마련 얼 얼 사랑 사랑 사랑 사랑 안녕 안녕 안녕 안녕 안녕 안녕 안녕 안녕 안녕 안녕 안녕
1990s,사랑 날 웃음 뒤 철이 욕심 미련 건 집 약속 대만 웃음 돌아오는 길 가지 사이 날 기억 내 사랑 내 곁에 있어 세상 뿐 오직 그대만 날 안길 곳 가지 사이 날 기억 내 사랑 내 곁에 있어 세상 뿐 오직 그대만 날 안길 곳 안길 곳 안길 곳
1990s,빗소리 거리 꿈 불빛 고개 꿈 한숨 적 꿈 세상 꿈 거리 내일 과거 필요 일기도 내일 내일 과거 필요 일기도 내일 볼 찬바람 어깨 위 질문 밤거리 술취 듯 듯이 사람 적 꿈 세상 낮 설 꿈 거리 내일 과거 필요 일기도 내일 내일 과거 필요 일기도 내일 내일 과거 필요 일기도 내일
1990s,불빛 밤 모습 사랑 눈가 줄기 눈물 마음 밤 불빛 밤 이별 추억 모습 사랑해 이별 말 사랑 말 밤 밤 밤 밤
1990s,난 치 앞 바람 날 바람 비오 비 거지 거지 음 음 음 건 거지 수지 장 알몸 옷 벌 짚 인생살이 한세상 걱정 재미 덤 난 치 앞 바람 날 바람 비오 비 거지 거지 음 음 음 건 거지 수지 장 알몸 옷 벌 짚 인생살이 한세상 걱정 재미 덤
1990s,마음 이제 한번쯤 기억 할거 모습 한번쯤 사람 영화 속 골목 바보 모습 짐작 마음 한번쯤 사람 영화 속 골목 바보 모습 짐작 마음 마음 일수 마음 짐작 마음
1990s,마음 웃음 뒤 화가 뿐 건 아냐 표현 처음 사랑 거 힘 누 군가 게 필요 이유 텐 데 모습 이제 마음 처음 사랑 거 힘 누 군가 게 필요 이유 텐 데 모습 이제 마음
1990s,안개 빛 조명 술 모습 이제 르 담배 연기 차림 속 거울 모습 변화 생활 속 여인 열기 속 촛불 마 밤 거리 발걸음 기억 속 모습 사랑 기억 속 속 속 모습 없어 없어 마음 질서 공간 슬픔 마음 이제 이제 이제 이제 곁 내 마음 채 곁 기억 속 모습 하루 곁 기억 속 모습 밤 거리 발걸음 기억 속 모습 사랑 기억 속 속 속 모습 없어 없어 마음 질서 공간 슬픔 마음 이제 이제 이제 이제
1990s,날 눈빛 세상 사랑 세월 그늘 얘기 사랑 말 하진 이제 후회 말 고백 뒤 얼굴 이름 얘기 날 사랑은 듯 이제 건 날 이별 세월 그늘 얘기 사랑 말 하진 이제 후회 말 고백 뒤 얼굴 이름 얘기 날 사랑은 듯 이제 건 날 이별 바람 거리 대신 슬픔 세상 끝까지 약속 맘 사랑은 듯 이제 건 날 이별 얼굴 이름 얘기 날 사랑은 듯 이제 건 날 이별 얼굴 이름 얘기 날
1990s,불빛 사람 서로 눈길 어깨 향기 내음 침묵 바람 거리 사람 말 사랑 강물 위 그림자 사이 한숨 미소 우울 눈동자 마음 허공 기억 사랑 안개 마음
1990s,어둠 곁 식 어간 몸짓 손 모습 내 기억 속 숨 사랑 말 내 마음 이별 애 꿈속 이제 꿈속 뿐 이제 꿈속 어제 너에게 편지 낮 모습 건 아침 햇살 손 편지 때문 내 마음 이별 애 꿈속 이제 꿈속 뿐 이제 꿈속 내 마음 이별 애 꿈속 이제 꿈속 뿐 이제 꿈속 뿐 이제 꿈속 뿐
1990s,귓가 말 향기 입가 미소 너에게 사랑 필요 내 순 없어 날 얘기 향기 입가 미소 너에게 사랑 필요 내 순 없어 우 날 얘기
1990s,이것저것 오늘 웬일 새침 머리 맘 투정 화풀이 하네 욕심 우 우 욕심 사랑 욕심 욕심 길 옆 여자 며칠 말 잘못 장미 꽃다발 척 웃음 욕심 우 우 욕심 사랑 욕심 욕심 욕심 우 우 욕심 사랑 욕심 욕심
1990s,남 가슴 하늘 밑 불빛 사랑 이름 찬바람 옷깃 미우 후회 화가 눈물 물어 모습 거짓 맘 거 생각 흰 눈 나리 들판 사랑 생각 길 광화문 거리 흰 눈 눈 하늘 높이 맘 거 생각 사랑이란 게 지 겨울 맘 고독 눈 녹 봄날 잎새 위 사랑 모습 영원 속
1990s,입술 자리 후회 눈물 아쉬움 표정 모습 일기 장위 기억 사랑 낙서 상처 상처 세상 사랑으로 날 이제 모습 날 길 생각 아픔 길 길 생각 아픔 길 길 생각 아픔 길
1990s,아침 눈 게 내 주위 방 어젯밤 꿈 길옆 거리 가슴 곳 꿈 거 벽돌 길 모퉁이 라타 나스 웃음 건 채 생각 내사랑 이제 하늘 구름 위 채 숨 생활 꿈 거리 일거 벽돌 길 모퉁이 라타 나스 웃음 건 채 생각 내 사랑 이제 하늘 구름 위 채 숨 생활 꿈 거리 일거 내사랑 이제 하늘 구름 위 채 숨 생활 꿈 거리 일거
1990s,모습 뒤 얘기 미련 사랑 말 얘기 간 길 이별 이별 내사랑 굿바이 굿바이 행복 맘 사랑 말 진실 이해 내사랑 굿바이 굿바이 행복 맘 내 사랑 거 얘기 간 길 이별 이별 내사랑 굿바이 굿바이 행복 맘 사랑 말 진실 이해 내사랑 굿바이 굿바이 행복 맘 사랑 거 내사랑 굿바이 굿바이 행복 맘 사랑 말 진실 이해 내사랑 굿바이 굿바이 행복 맘 사랑 거
1990s,새끼손가락 영원 사랑 맘 뒷모습 눈물 주리 걸음 눈물 주리 마음 사람 사랑 사람 마음 세월 백발 얼굴 주름 내 사랑 마음 사람 사랑 사람 마음
1990s,아침 소리 잠 품 너에게 너를 사랑해 곁 어깨 너를 사랑해 이별 슬픔 눈물 꿈 하늘 너를 사랑해 곁 어깨 너를 사랑해 이별 슬픔 눈물 꿈 하늘 너를 사랑해 너를 사랑해
1990s,신문 건 골치 사연 뿐 지금 거리 술 거리 밤 유혹 날 초점 시선 시선 가야 가야 파란 넥타이 무늬 팬티 아냐 방 사랑 가야 가야 파란 넥타이 무늬 팬티 아냐 방 사랑 가야 가야 파란 넥타이 무늬 팬티 아냐 방 사랑 파란 넥타이 무늬 팬티 아냐 방 사랑
1990s,이제 이름 건 사랑 이별 울면 눈물 울면 눈물 이별 사랑 이별 준비 날 용서 이해 사랑하니까 눈물 울면 눈물 이별 사랑 이별 준비 날 용서 이해 사랑하니까
1990s,처음 기억 속 파란 하늘빛 미소 넌 세월 얘기 모습 손 웃음 뒤 맘 속 맘 그리워 말 이제 사랑 가슴 슬픔 꺼 내 너에게 웃음 뒤 맘 속 맘 그리워 말 이제 사랑 가슴 슬픔 꺼 내 너에게 그리움 날 어려움 사랑 그리움 날
1990s,가슴 얼굴 오늘 울고 싶어라 세월 강 사랑은 눈물 속 얼 마디 말 사람 앞 서면 뒤 서면 눈 사랑 때문 침묵 당신의 여자 추억 당신은 나 남자 앞 서면 뒤 서면 눈 사랑 때문 침묵 당신의 여자 추억 당신은 나 남자 당신은 나 남자
1990s,눈 빛 모습 어둠 파란 어둠 속 가나 세상 곁 사랑은 아니지만 만남 어둠 빛으로 눈빛 속 꿈 어둠 빛 사랑 속 곁 사랑은 아니지만 만남 어둠 빛으로 눈빛 속 눈빛 속
1990s,오늘 흠 번 날 사랑하고 있다는 걸 이해 너에게 건 너에게 건 고백 아냐 아니야 날 사랑 표현 중 진실 마음 장난 겉모습 날 상관 날 너에게 건 너에게 건 부탁 아냐 아니야 관심 오늘 흠 번 날 사랑하고 있다는 걸 이제 맘 너에게 건 너에게 건 고백 아냐 아니야 날 사랑 표현 너에게 건 너에게 건 부탁 아냐 아니야 관심
1990s,시와 노래 양식 암흑 속 빛 나의 노래는 힘 나의 노래는 삶 씨앗 속 내일 결실 속 마음 열매 나의 노래는 힘 나의 노래는 삶 거미줄 상속 바람 나무가지 이세상 속 마지막 방울 물 노래 하리 노래 하리 진리 양심 금 문자 빛 이웃 벗 웃음 속 가락 노래 가난 마음 귀 노래 노래
1990s,거 다시 시작해 상처 좌절 후회 지금 신문 얘기 탓 순 거 다시 시작해 순 신문 얘기 탓 순 거 다시 시작해 순 순 거 다시 시작해 순 거 다시 시작해
1990s,눈 밤 추억 가슴 곳 생각 미로 속 과거 이유 하루 건 너에게 마지막 말 충고 세상사 사람 강요 미로 속 과거 이유 하루 건 너에게 하늘
